STATUT AMM,STATUT COMMERCIALISATION,SPECIALITE,DOSAGE,FORME,PRESENTATION,PP GN,SUBSTANCE ACTIVE,CLASSE THERAPEUTIQUE,EPI,PPV,PH,PFHT,CODE,TVA,Start of Week 1 Stock,Week 1 Sales,End of Week 1 Stock,Start of Week 2 Stock,Week 2 Sales,End of Week 2 Stock,Start of Week 3 Stock,Week 3 Sales,End of Week 3 Stock,Start of Week 4 Stock,Week 4 Sales,End of Week 4 Stock,Selling Speed,Reorder Point,Shortage
AMM ENREGISTREE,Commercialisé,AVAMYS,"27,5 µG / PULVERISATION",SUSPENSION POUR PULVERISATION NASALE,FLACON DE 120 PULVIRESATION,PP,FLUTICASONE FUROATE,ALLERGOLOGIE,GSK,"107,50","67,20","63,97",1800,,165,24,141,141,29,112,112,24,88,88,22,66,Medium,30,False
AMM RETIREE,Rertiré du Marché,AVAMYS,"27,5 µG / PULVERISATION",SUSPENSION POUR PULVERISATION NASALE,FLACON DE 30 PULVIRESATION,PP,FLUTICASONE FUROATE,PNEUMOLOGIE,GSK,"35,90","22,40","19,97",1801,,127,18,109,109,30,79,101,29,72,72,31,41,Medium,30,False
AMM RETIREE,Rertiré du Marché,AVAMYS,"27,5 µG / PULVERISATION",SUSPENSION POUR PULVERISATION NASALE,FLACON DE 60 PULVIRESATION,PP,FLUTICASONE FUROATE,PNEUMOLOGIE,GSK,"64,40","40,10","35,83",1802,,65,13,52,52,5,47,47,31,16,16,13,3,Slow,20,True
AMM ENREGISTREE,Commercialisé,AVODART,"0,5 MG",CAPSULE MOLLE,BOITE DE 30,PP,DUTASTERIDE,UROLOGIE ET NEPHROLOGIE,GSK,"254,00","158,90","151,31",1803,,182,26,156,156,34,122,122,22,100,100,13,87,Medium,30,False
AMM RETIREE,Rertiré du Marché,AVODART,"0,5 MG",CAPSULE MOLLE,BOITE DE 90,PP,DUTASTERIDE,UROLOGIE ET NEPHROLOGIE,GSK,"791,00","524,00","468,08",1804,,88,1,87,87,49,38,38,5,33,54,20,34,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,AZANTAC,150 MG,COMPRIME EFFERVESCENT,BOITE DE 20,PP,RANITIDINE,GASTRO-ENTEROLOGIE,GSK,"88,90","55,50","52,91",1805,,176,47,129,176,5,171,171,37,134,134,36,98,Fast,40,False
AMM ENREGISTREE,Non Commercialisé,AZANTAC,150 MG,COMPRIME PELLICULE,BOITE DE 20,PP,RANITIDINE,GASTRO-ENTEROLOGIE,GSK,"80,20","50,10","47,72",1806,,139,15,124,124,6,118,118,46,72,97,0,97,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,AZANTAC,300 MG,COMPRIME EFFERVESCENT,BOITE DE 10,PP,RANITIDINE,GASTRO-ENTEROLOGIE,GSK,"86,10","53,80","51,26",1807,,166,41,125,125,18,107,136,25,111,111,42,69,Fast,40,False
AMM ENREGISTREE,Non Commercialisé,AZANTAC,300 MG,COMPRIME PELLICULE,BOITE DE 10,PP,RANITIDINE,GASTRO-ENTEROLOGIE,GSK,"69,20","43,20","41,18",1808,,84,12,72,72,27,45,45,5,40,40,30,10,Slow,20,True
AMM ENREGISTREE,Non Commercialisé,AZANTAC,50 MG / 2 ML,INJECTABLE,BOITE DE 5 AMPOULE DE 2 ML,PP,RANITIDINE,GASTRO-ENTEROLOGIE,GSK,"59,90","37,50","35,69",1809,,101,43,58,58,43,15,15,7,8,8,5,3,Medium,30,True
AMM ENREGISTREE,Commercialisé,BACTROBAN,"0,02",POMMADE,TUBE DE 15 G,PP,MUPIROCINE,DERMATOLOGIE,GSK,"55,80","34,90","33,24",1810,,162,29,133,133,3,130,170,28,142,142,18,124,Slow,20,False
AMM RETIREE,Rertiré du Marché,BECONASE,50 µG / DOSE,SUSPENSION POUR PULVERISATION NASALE,FLACON DE 100 DOSES,PP,BECLOMETHASONE,PNEUMOLOGIE,GSK,"38,10","23,70","21,21",1811,,158,42,116,116,38,78,78,40,38,38,1,37,Fast,40,True
AMM ENREGISTREE,Commercialisé,BETNEVAL,"0,001",CREME,TUBE DE 10 G,PP,BETAMETHASONE (VALERATE),DERMATOLOGIE,GSK,"11,20","7,00","6,68",1812,,92,48,44,44,9,35,35,15,20,69,20,49,Medium,30,False
AMM ENREGISTREE,Commercialisé,BETNEVAL,"0,001",POMMADE,TUBE DE 10 G,PP,BETAMETHASONE (VALERATE),DERMATOLOGIE,GSK,"11,20","7,00","6,68",1813,,130,14,116,116,5,111,111,1,110,110,34,76,Slow,20,False
AMM RETIREE,Rertiré du Marché,CALPOL,500 MG,COMPRIME,BOITE DE 20,GN,PARACETAMOL,ANTALGIQUES,GSK,"10,30","6,40","5,73",1814,,103,43,60,60,28,32,32,6,26,26,8,18,Medium,30,True
AMM RETIREE,Rertiré du Marché,CALPOL,120 MG / 5 ML,SUSPENSION BUVABLE,FLACON DE 100 ML,GN,PARACETAMOL,ANTALGIQUES,GSK,"20,60","12,80","11,46",1815,,107,49,58,58,39,19,19,15,4,4,0,4,Medium,30,True
AMM RETIREE,Rertiré du Marché,CALPOL SIX PLUS,250 MG,SUSPENSION BUVABLE,FLACON DE 100 ML,GN,PARACETAMOL,ANTALGIQUES,GSK,"23,80","14,80","13,24",1816,,52,47,5,40,2,38,38,3,35,35,0,35,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,"CERVARIX, VACCIN",0,SUSPENSION INJECTABLE EN FLACON,"BOITE DE 1 FLACON DE 0,5 ML",PP,"VACCIN PAPILLOMAVIRUS HUMAIN [TYPES 16, 18] (RECOMBINANT, AVEC ADJUVANT, ADSORBE)",VACCINS,GSK,"384,00","255,00","243,64",1817,,90,18,72,72,48,24,24,4,20,60,4,56,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,"CERVARIX, VACCIN",0,SUSPENSION INJECTABLE EN SERINGUE PRE-REMPLIE,"BOITE DE 1 SERINGUE DE 0,5 ML",PP,"VACCIN PAPILLOMAVIRUS HUMAIN [TYPES 16, 18] (RECOMBINANT, AVEC ADJUVANT, ADSORBE)",VACCINS,GSK,"384,00","255,00","243,64",1818,,105,8,97,97,35,62,62,6,56,56,30,26,Slow,20,False
AMM RETIREE,Rertiré du Marché,CLAMOXYL,1 G / ML,INJECTABLE,BOITE DE 1,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"15,10","9,40","8,42",1819,,172,44,128,128,27,101,101,24,77,77,5,72,Medium,30,False
AMM ENREGISTREE,Commercialisé,CLAMOXYL,1 G,COMPRIME DISPERSIBLE,BOITE DE 12,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"51,40","32,10","30,59",1820,,116,37,79,79,35,44,44,14,30,69,12,57,Medium,30,False
AMM ENREGISTREE,Commercialisé,CLAMOXYL,1 G,COMPRIME DISPERSIBLE,BOITE DE 24,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"96,90","60,50","57,66",1821,,101,45,56,56,4,52,52,16,36,36,14,22,Slow,20,False
AMM RETIREE,Rertiré du Marché,CLAMOXYL,125 MG,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 100 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"25,40","15,80","14,14",1822,,67,5,62,62,2,60,60,34,26,26,13,13,Slow,20,True
AMM ENREGISTREE,Non Commercialisé,CLAMOXYL,125 MG,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"14,30","8,90","8,53",1823,,81,15,66,66,6,60,60,43,17,17,10,7,Slow,20,True
AMM RETIREE,Rertiré du Marché,CLAMOXYL,250 MG,POUDRE POUR SUSPENSION BUVAVLE,FLACON DE 100 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"48,70","30,30","27,09",1824,,84,22,62,62,44,18,18,13,5,51,5,46,Medium,30,False
AMM ENREGISTREE,Commercialisé,CLAMOXYL,250 MG,POUDRE POUR SUSPENSION BUVAVLE,FLACON DE 60 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"28,20","17,60","16,77",1825,,133,47,86,86,33,53,53,36,17,61,3,58,Medium,30,False
AMM RETIREE,Rertiré du Marché,CLAMOXYL,500 MG / ML,INJECTABLE,BOITE DE 1,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"12,20","7,60","6,81",1826,,134,49,85,85,3,82,82,16,66,66,5,61,Slow,20,False
AMM ENREGISTREE,Commercialisé,CLAMOXYL,500 MG,COMPRIME DISPERSIBLE,BOITE DE 12,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"32,30","20,20","19,24",1827,,89,45,44,44,18,26,26,0,26,69,21,48,Medium,30,False
AMM ENREGISTREE,Commercialisé,CLAMOXYL,500 MG,COMPRIME DISPERSIBLE,BOITE DE 24,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"61,20","38,20","36,41",1828,,162,15,147,147,21,126,160,24,136,136,10,126,Slow,20,False
AMM RETIREE,Rertiré du Marché,CLAMOXYL,500 MG,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 100 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"65,00","40,50","36,15",1829,,64,27,37,37,5,32,32,8,24,24,18,6,Slow,20,True
AMM ENREGISTREE,Commercialisé,CLAMOXYL,500 MG,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"31,30","19,50","18,61",1830,,96,32,64,64,18,46,46,42,4,26,2,24,Medium,30,True
AMM ENREGISTREE,Commercialisé,CLAVULIN,1 G / 125 MG,SACHET,BOITE DE 12,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"112,60","70,40","67,01",1831,,66,44,22,22,18,4,4,2,2,2,1,1,Slow,20,True
AMM ENREGISTREE,Commercialisé,CLAVULIN,1 G / 125 MG,SACHET,BOITE DE 16,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"139,30","87,10","82,92",1832,,101,41,60,60,4,56,56,29,27,70,19,51,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,CLAVULIN,1 G / 125 MG,SACHET,BOITE DE 24,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"207,00","129,60","123,47",1833,,60,22,38,38,8,30,30,30,0,50,0,50,Slow,20,False
AMM ENREGISTREE,Commercialisé,CLAVULIN,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION BUVABLE ENFANT,FLACON DE 60 ML,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"60,50","37,80","36,04",1834,,86,16,70,70,17,53,53,44,9,9,0,9,Slow,20,True
AMM ENREGISTREE,Commercialisé,CLAVULIN,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION BUVABLE NOURRISSON,FLACON DE 30 ML,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"36,60","22,90","21,78",1835,,92,35,57,87,27,60,60,1,59,59,10,49,Slow,20,False
AMM RETIREE,Rertiré du Marché,CLAVULIN ADULTE,"500 MG / 62,5 MG",SACHET,BOITE DE 24,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"121,50","75,70","67,59",1836,,166,8,158,158,24,134,134,49,85,85,43,42,Fast,40,False
AMM ENREGISTREE,Non Commercialisé,CLAVULIN ADULTE,"500 MG / 62,5 MG",SACHET,BOITE DE 32,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"154,80","96,40","86,11",1837,,157,18,139,184,22,162,162,24,138,138,36,102,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,CLAVULIN ADULTE,1 G / 200 MG,POUDRE POUR SOLUTION INJECTABLE,BOITE DE 1 FLACON,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"47,80","29,80","26,59",1838,,144,39,105,105,33,72,72,1,71,71,34,37,Medium,30,False
AMM ENREGISTREE,Commercialisé,CLAVULIN ENFANT,"500 MG / 62,5 MG",SACHET,BOITE DE 12,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"74,60","46,60","44,43",1839,,103,34,69,69,18,51,99,43,56,56,1,55,Medium,30,False
AMM RETIREE,Rertiré du Marché,CLAVULIN ENFANTS ET NOURRISSONS,500 MG / 50 MG,POUDRE POUR SOLUTION INJECTABLE,BOITE DE 1 FLACON,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"20,00","12,40","11,11",1840,,103,3,100,100,41,59,59,3,56,56,44,12,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,COMBIVIR,150 / 300 MG,COMPRIME PELLICULE,BOITE DE 60,PP,LAMIVUDINE // ZIDOVUDINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"2478,00","2140,00","2038,10",1841,,74,11,63,63,23,40,40,19,21,21,9,12,Slow,20,True
AMM ENREGISTREE,Commercialisé,COMBODART,"0,5 MG / 0,4 MG",GELULE A LIBERATION MODIFIEE,BOITE DE 30,PP,TAMSULOSINE CHLORHYDRATE // DUTASTERIDE,UROLOGIE ET NEPHROLOGIE,GSK,"311,00","207,00","197,45",1842,,168,28,140,140,22,118,118,25,93,123,45,78,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,COMBODART,"0,5 MG / 0,4 MG",GELULE A LIBERATION MODIFIEE,BOITE DE 7,PP,TAMSULOSINE CHLORHYDRATE // DUTASTERIDE,UROLOGIE ET NEPHROLOGIE,GSK,"102,30","63,90","60,88",1843,,157,33,124,124,8,116,141,10,131,131,33,98,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,COMBODART,"0,5 MG / 0,4 MG",GELULE A LIBERATION MODIFIEE,BOITE DE 90,PP,TAMSULOSINE CHLORHYDRATE // DUTASTERIDE,UROLOGIE ET NEPHROLOGIE,GSK,"873,00","580,00","552,61",1844,,168,14,154,154,3,151,151,36,115,165,33,132,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,CUTIVATE,"0,0001",POMMADE,TUBE DE 15 G,PP,FLUTICASONE (PROPIONATE),DERMATOLOGIE,GSK,"19,10","11,90","11,35",1845,,85,14,71,71,10,61,61,16,45,45,38,7,Slow,20,True
AMM ENREGISTREE,Non Commercialisé,CUTIVATE,"0,0001",POMMADE,TUBE DE 30 G,PP,FLUTICASONE (PROPIONATE),DERMATOLOGIE,GSK,"26,70","16,70","15,91",1846,,85,11,74,74,37,37,37,20,17,17,11,6,Slow,20,True
AMM ENREGISTREE,Non Commercialisé,CUTIVATE,"0,0005",CREME,TUBE DE 15 G,PP,FLUTICASONE (PROPIONATE),DERMATOLOGIE,GSK,"22,90","14,30","13,63",1847,,120,26,94,94,28,66,66,17,49,49,46,3,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,CUTIVATE,"0,0005",CREME,TUBE DE 30 G,PP,FLUTICASONE (PROPIONATE),DERMATOLOGIE,GSK,"32,40","20,30","19,30",1848,,139,11,128,128,14,114,148,8,140,140,1,139,Very Slow,10,False
AMM ENREGISTREE,Commercialisé,DERMOVAL,"0,0005",CREME,TUBE DE 10 G,PP,CLOBETASOL (PROPIONATE),DERMATOLOGIE,GSK,"16,30","10,20","9,69",1849,,180,12,168,168,35,133,133,18,115,162,28,134,Medium,30,False
AMM ENREGISTREE,Commercialisé,DERMOVAL,"0,0005",GEL,FLACON DE 20 ML,PP,CLOBETASOL (PROPIONATE),DERMATOLOGIE,GSK,"37,40","23,40","22,25",1850,,195,47,148,148,45,103,103,18,85,85,8,77,Medium,30,False
AMM ENREGISTREE,Commercialisé,DEROXAT,20 MG,COMPRIME PELLICULE,BOITE DE 14,PP,PAROXETINE (CHLORHYDRATE),NEUROLOGIE-PSYCHIATRIE,GSK,"66,50","41,50","39,57",1851,,81,37,44,44,34,10,44,10,34,34,0,34,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,DEROXAT,20 MG,COMPRIME PELLICULE,BOITE DE 28,PP,PAROXETINE (CHLORHYDRATE),NEUROLOGIE-PSYCHIATRIE,GSK,"80,40","50,30","47,89",1852,,187,6,181,181,30,151,198,22,176,176,49,127,Medium,30,False
AMM ENREGISTREE,Commercialisé,ENGERIX-B ADULTE,20 µG / 1 ML,SUSPENSION INJECTABLE,"BOITE DE 1 SERINGUE PREREMPLIE,",PP,VACCIN ANTIGENE DE SURFACE DU VIRUS DE L'HEPATITE B,VACCINS,GSK,"168,20","105,10","100,13",1853,,52,14,38,38,17,21,21,12,9,9,5,4,Slow,20,True
AMM ENREGISTREE,Commercialisé,ENGERIX-B PEDIATRIQUE,"10 µG / 0,5 ML",SUSPENSION INJECTABLE,BOITE DE 1 SERINGUE PREREMPLIE,PP,VACCIN ANTIGENE DE SURFACE DU VIRUS DE L'HEPATITE B,VACCINS,GSK,"74,80","46,70","44,50",1854,,199,20,179,205,19,186,186,25,161,161,32,129,Medium,30,False
AMM RETIREE,Rertiré du Marché,EPIVIR,10 MG / ML,SOLUTION BUVABLE,FLACON DE 240ML,PP,LAMIVUDINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"532,00","353,00","336,86",1855,,176,1,175,209,36,173,173,26,147,147,3,144,Slow,20,False
AMM RETIREE,Rertiré du Marché,EPIVIR,150 MG,COMPRIME PELLICULE,BOITE DE 60,PP,LAMIVUDINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"1588,00","1326,00","1263,43",1856,,118,13,105,105,10,95,95,1,94,94,44,50,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,FEFOL,"150 MG / 0,5 MG",CAPSULE,BOITE DE 30,GN,FER (SULFATE FERREUX) // ACIDE FOLIQUE,METABOLISME NUTRITION DIABETE,GSK,"22,70","14,20","12,66",1857,,189,31,158,158,8,150,150,50,100,100,1,99,Medium,30,False
AMM ENREGISTREE,Commercialisé,FLIXONASE,50 µG,SUSPENSION POUR INSTILLATION NASALE,FLACON DE 120 DOSES,PP,FLUTICASONE (PROPIONATE),ALLERGOLOGIE,GSK,"115,50","72,20","68,76",1858,,60,3,57,57,33,24,24,24,0,0,0,0,Slow,20,True
AMM ENREGISTREE,Commercialisé,FLIXONASE,50 µG,SUSPENSION POUR INSTILLATION NASALE,FLACON DE 60 DOSES,PP,FLUTICASONE (PROPIONATE),ALLERGOLOGIE,GSK,"64,70","40,40","38,50",1859,,96,7,89,89,13,76,76,50,26,26,23,3,Medium,30,True
AMM ENREGISTREE,Commercialisé,FLIXOTIDE,125 µG,SUSPENSION POUR INHALATION EN FLACON PRESSURISE HFA 134A,FLACON DE 60 DOSES,PP,FLUTICASONE (PROPIONATE),PNEUMOLOGIE,GSK,"125,00","78,10","74,40",1860,,173,43,130,130,46,84,84,39,45,45,43,2,Fast,40,True
AMM ENREGISTREE,Commercialisé,FLIXOTIDE,250 µG,SUSPENSION POUR INHALATION EN FLACON PRESSURISE HFA 134A,FLACON DE 60 DOSES,PP,FLUTICASONE (PROPIONATE),PNEUMOLOGIE,GSK,"150,00","93,70","89,29",1861,,148,42,106,106,18,88,88,36,52,52,21,31,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,FLOXAPEN,250 MG / 5 ML,POUDRE POUR SUSPENSION ORALE,FLACON DE 100 ML,PP,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"66,70","41,70","39,72",1862,,107,29,78,78,1,77,77,21,56,56,44,12,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,FLOXAPEN,500 MG,GELULE,BOITE DE 12,PP,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"65,40","40,80","38,91",1863,,140,45,95,95,39,56,56,37,19,19,18,1,Fast,40,True
AMM ENREGISTREE,Non Commercialisé,FLOXAPEN,500 MG,GELULE,BOITE DE 24,PP,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"118,20","73,90","70,37",1864,,53,14,39,60,13,47,47,25,22,22,0,22,Slow,20,False
AMM RETIREE,Rertiré du Marché,FLOXAPEN,1 G,INJECTABLE,BOITE DE 1,PP,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"25,00","15,60","13,91",1865,,147,44,103,103,39,64,64,33,31,31,6,25,Fast,40,True
AMM RETIREE,Rertiré du Marché,FLUARIX,1DOSE,VACCIN,"BOITE DE 1 SERINGUE PREREMPLIE DE 0,5 ML",PP,"VACCIN : VIRUS DE LA GRIPPE FRAGMENTE, INACTIVE",VACCINS,GSK,"75,00","46,70","41,72",1866,,178,49,129,129,40,89,89,31,58,58,29,29,Fast,40,True
AMM ENREGISTREE,Non Commercialisé,FORTUM,500 MG,INJECTABLE,BOITE DE 1 FLACON,PP,CEFTAZIDIME,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"68,70","42,90","40,89",1867,,67,36,31,56,17,39,39,6,33,33,7,26,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,FORTUM,1 G,INJECTABLE,BOITE DE 1 FLACON,PP,CEFTAZIDIME,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"106,00","66,30","63,12",1868,,78,43,35,35,19,16,16,8,8,8,2,6,Slow,20,True
AMM ENREGISTREE,Commercialisé,HAVRIX NOURRISSONS ET ENFANTS,"720 UI / 0,5 ML",SUSPENSION INJECTABLE,BOITE DE 1 SERINGUE PREREMPLIE,PP,VACCIN CONTRE L'HEPATITE A,VACCINS,GSK,"186,90","116,80","111,26",1869,,166,39,127,127,17,110,110,10,100,100,41,59,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,HAVRIX ADULTE,1440 U / 1 ML,SUSPENSION INJECTABLE,BOITE DE 1 SERINGUE PREREMPLIE,PP,VACCIN CONTRE L'HEPATITE A,VACCINS,GSK,"347,00","230,00","219,88",1870,,166,38,128,160,29,131,131,12,119,119,14,105,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,HEPSERA,10 MG,COMPRIME,BOITE DE 30,PP,ADEFOVIR DIPIVOXIL,GASTRO-ENTEROLOGIE,GSK,"1921,00","1668,00","1589,49",1871,,168,0,168,168,1,167,167,37,130,130,10,120,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,HIBERIX,0,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,BOITE D'UN FLACON DE POUDRE ET D'UNE SERINGUE PREREMPLIE,PP,VACCIN CONTRE MALADIE PROVOQUEE PAR HAEMOPHILUS INFLUENZAE TYPE B,VACCINS,GSK,"173,40","108,40","103,20",1872,,64,1,63,63,2,61,61,10,51,51,36,15,Slow,20,True
AMM RETIREE,Rertiré du Marché,HYCAMTIN,4 MG,INJECTABLE,BOITE DE 5,PP,TOPOTECAN (CHLORHYDRATE),CANCEROLOGIE-HEMATOLOGIE,GSK,"7411,00","7217,00","6874,19",1873,,154,2,152,152,17,135,135,32,103,103,15,88,Slow,20,False
AMM RETIREE,Rertiré du Marché,IMIGRAN,50 MG,COMPRIME PELLICULE,BOITE DE 2,PP,SUMATRIPTAN SUCCINATE,CANCEROLOGIE-HEMATOLOGIE,GSK,"122,30","76,40","72,80",1874,,95,26,69,69,0,69,69,33,36,36,1,35,Slow,20,False
AMM ENREGISTREE,Commercialisé,INFANRIX HEXA,0,POUDRE ET SUSPENSION POUR SUSPENSION INJECTABLE,BOITE DE 1 SERINGUE PREREMPLIE EN SUSPENSION + FLACON DE POUDRE LYOPHILISE HIB,PP,"VACCIN CONTRE D, T, COQUELUCHE (PERTUSSIS), HEPATITE B, POLIOMYELITE ET HI B",VACCINS,GSK,"325,00","216,00","206,07",1875,,58,5,53,53,12,41,41,30,11,11,11,0,Slow,20,True
AMM ENREGISTREE,Commercialisé,INFANRIX IPV,0,VACCIN,BOITE DE 1 SERINGUE PREREMPLIE,PP,"VACCIN CONTRE D, T, COQUELUCHE (PERTUSSIS) ET POLIOMYELITE",VACCINS,GSK,"165,40","103,40","98,46",1876,,94,11,83,83,45,38,38,26,12,52,8,44,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,INFANRIX IPV+HIB,0,VACCIN,"SERINGUE PREREMPLIE + FLACON DE VACCIN LYOPHILISE HIB, BOITE DE 1",PP,"VACCIN CONTRE D, T, COQUELUCHE (PERTUSSIS), POLIOMYELITE ET HI B",VACCINS,GSK,"280,00","186,10","177,22",1877,,147,3,144,144,29,115,115,1,114,114,50,64,Medium,30,False
AMM ENREGISTREE,Commercialisé,KEPPRA,250 MG,COMPRIME PELLICULE,BOITE DE 60,PP,LEVETIRACETAM,NEUROLOGIE-PSYCHIATRIE,GSK,"294,00","195,50","186,18",1878,,177,39,138,138,23,115,115,43,72,72,37,35,Fast,40,True
AMM ENREGISTREE,Commercialisé,KEPPRA,500 MG,COMPRIME PELLICULE,BOITE DE 60,PP,LEVETIRACETAM,NEUROLOGIE-PSYCHIATRIE,GSK,"524,00","348,00","332,00",1879,,125,7,118,118,25,93,93,6,87,87,20,67,Slow,20,False
AMM ENREGISTREE,Commercialisé,LAMICTAL,100 MG,COMPRIME DISPERSIBLE,BOITE DE 30,PP,LAMOTRIGINE,NEUROLOGIE-PSYCHIATRIE,GSK,"224,00","140,20","133,50",1880,,152,24,128,176,4,172,172,4,168,168,33,135,Slow,20,False
AMM ENREGISTREE,Commercialisé,LAMICTAL,25 MG,COMPRIME DISPERSIBLE,BOITE DE 30,PP,LAMOTRIGINE,NEUROLOGIE-PSYCHIATRIE,GSK,"73,00","45,60","43,45",1881,,120,37,83,130,15,115,115,12,103,103,38,65,Medium,30,False
AMM ENREGISTREE,Commercialisé,LAMICTAL,5 MG,COMPRIME DISPERSIBLE,BOITE DE 30,PP,LAMOTRIGINE,NEUROLOGIE-PSYCHIATRIE,GSK,"31,30","19,60","18,66",1882,,149,35,114,114,35,79,79,30,49,49,24,25,Fast,40,True
AMM ENREGISTREE,Commercialisé,MALANIL,250 MG / 100 MG,COMPRIME PELLICULE,BOITE DE 12,PP,ATOVAQUONE // PROGUANIL (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"394,00","262,00","294,39",1883,,53,0,53,53,49,4,4,1,3,49,1,48,Slow,20,False
